 (26, (0.045, 40)),
 (27, (0.045, 42)),
 (24, (0.045, 44)),
 (25, (0.045, 46)),
 (25, (0.045, 48)),
 (22, (0.045, 50)),
 (20, (0.045, 52)),
 (19, (0.045, 54)),
 (22, (0.045, 56)),
 (19, (0.045, 58)),
 (20, (0.045, 60)),
 (21, (0.045, 62)),
 (18, (0.045, 64)),
 (18, (0.045, 66)),
 (16, (0.045, 68)),
 (14, (0.045, 70)),
 (14, (0.045, 72)),
 (13, (0.045, 74)),
 (12, (0.045, 76)),
 (14, (0.045, 78)),
 (32, (0.05, 10)),
 (28, (0.05, 12)),
 (24, (0.05, 14)),
 (27, (0.05, 16)),
 (24, (0.05, 18)),
 (24, (0.05, 20)),
 (25, (0.05, 22)),
 (28, (0.05, 24)),
 (27, (0.05, 26)),
 (25, (0.05, 28)),
 (24, (0.05, 30)),
 (24, (0.05, 32)),
 (22, (0.05, 34)),
 (25, (0.05, 36)),
 (23, (0.05, 38)),
 (23, (0.05, 40)),
 (21, (0.05, 42)),
 (21, (0.05, 44)),
 (20, (0.05, 46)),
 (20, (0.05, 48)),
 (19, (0.05, 50)),
 (18, (0.05, 52)),
 (19, (0.05, 54)),
 (18, (0.05, 56)),
 (17, (0.05, 58)),
 (18, (0.05, 60)),
 (17, (0.05, 62)),
 (16, (0.05, 64)),
 (14, (0.05, 66)),
 (14, (0.05, 68)),
 (17, (0.05, 70)),
 (16, (0.05, 72)),
 (15, (0.05, 74)),
 (13, (0.05, 76)),
 (13, (0.05, 78)),
 (31, (0.055, 10)),
 (27, (0.055, 12)),
 (24, (0.055, 14)),
 (21, (0.055, 16)),
 (20, (0.055, 18)),
 (20, (0.055, 20)),
 (23, (0.055, 22)),
 (22, (0.055, 24)),
 (21, (0.055, 26)),
 (23, (0.055, 28)),
 (24, (0.055, 30)),
 (20, (0.055, 32)),
 (17, (0.055, 34)),
 (18, (0.055, 36)),
 (19, (0.055, 38)),
 (20, (0.055, 40)),
 (18, (0.055, 42)),
 (18, (0.055, 44)),
 (19, (0.055, 46)),
 (20, (0.055, 48)),
 (17, (0.055, 50)),
 (17, (0.055, 52)),
 (17, (0.055, 54)),
 (14, (0.055, 56)),
 (16, (0.055, 58)),
 (16, (0.055, 60)),
 (15, (0.055, 62)),
 (15, (0.055, 64)),
 (17, (0.055, 66)),
 (17, (0.055, 68)),
 (17, (0.055, 70)),
 (14, (0.055, 72)),
 (13, (0.055, 74)),
 (13, (0.055, 76)),
 (14, (0.055, 78)),
 (33, (0.06, 10)),
 (25, (0.06, 12)),
 (24, (0.06, 14)),
 (24, (0.06, 16)),
 (20, (0.06, 18)),
 (21, (0.06, 20)),
 (20, (0.06, 22)),
 (18, (0.06, 24)),
 (24, (0.06, 26)),
 (21, (0.06, 28)),
 (19, (0.06, 30)),
 (19, (0.06, 32)),
 (18, (0.06, 34)),
 (18, (0.06, 36)),
 (14, (0.06, 38)),
 (15, (0.06, 40)),
 (15, (0.06, 42)),
 (17, (0.06, 44)),
 (16, (0.06, 46)),
 (14, (0.06, 48)),
 (13, (0.06, 50)),
 (16, (0.06, 52)),
 (17, (0.06, 54)),
 (14, (0.06, 56)),
 (13, (0.06, 58)),
 (14, (0.06, 60)),
 (13, (0.06, 62)),
 (14, (0.06, 64)),
 (15, (0.06, 66)),
 (14, (0.06, 68)),
 (13, (0.06, 70)),
 (15, (0.06, 72)),
 (14, (0.06, 74)),
 (14, (0.06, 76)),
 (14, (0.06, 78)),
 (33, (0.065, 10)),
 (26, (0.065, 12)),
 (21, (0.065, 14)),
 (20, (0.065, 16)),
 (17, (0.065, 18)),
 (19, (0.065, 20)),
 (20, (0.065, 22)),
 (18, (0.065, 24)),
 (18, (0.065, 26)),
 (18, (0.065, 28)),
 (21, (0.065, 30)),
 (17, (0.065, 32)),
 (16, (0.065, 34)),
 (17, (0.065, 36)),
 (15, (0.065, 38)),
 (14, (0.065, 40)),
 (16, (0.065, 42)),
 (16, (0.065, 44)),
 (14, (0.065, 46)),
 (13, (0.065, 48)),
 (14, (0.065, 50)),
 (12, (0.065, 52)),
 (12, (0.065, 54)),
 (9, (0.065, 56)),
 (9, (0.065, 58)),
 (11, (0.065, 60)),
 (9, (0.065, 62)),
 (11, (0.065, 64)),
 (12, (0.065, 66)),
 (11, (0.065, 68)),
 (11, (0.065, 70)),
 (11, (0.065, 72)),
 (13, (0.065, 74)),
 (14, (0.065, 76)),
 (14, (0.065, 78)),
 (35, (0.07, 10)),
 (27, (0.07, 12)),
 (22, (0.07, 14)),
 (19, (0.07, 16)),
 (17, (0.07, 18)),
 (16, (0.07, 20)),
 (16, (0.07, 22)),
 (15, (0.07, 24)),
 (16, (0.07, 26)),
 (17, (0.07, 28)),
 (16, (0.07, 30)),
 (19, (0.07, 32)),
 (17, (0.07, 34)),
 (15, (0.07, 36)),
 (14, (0.07, 38)),
 (13, (0.07, 40)),
 (12, (0.07, 42)),
 (12, (0.07, 44)),
 (13, (0.07, 46)),
 (12, (0.07, 48)),
 (11, (0.07, 50)),
 (14, (0.07, 52)),
 (13, (0.07, 54)),
 (10, (0.07, 56)),
 (10, (0.07, 58)),
 (8, (0.07, 60)),
 (7, (0.07, 62)),
 (8, (0.07, 64)),
 (9, (0.07, 66)),
 (9, (0.07, 68)),
 (11, (0.07, 70)),
 (8, (0.07, 72)),
 (9, (0.07, 74)),
 (9, (0.07, 76)),
 (10, (0.07, 78)),
 (36, (0.075, 10)),
 (26, (0.075, 12)),
 (23, (0.075, 14)),
 (21, (0.075, 16)),
 (18, (0.075, 18)),
 (16, (0.075, 20)),
 (16, (0.075, 22)),
 (16, (0.075, 24)),
 (16, (0.075, 26)),
 (15, (0.075, 28)),
 (15, (0.075, 30)),
 (15, (0.075, 32)),
 (14, (0.075, 34)),
 (13, (0.075, 36)),
 (14, (0.075, 38)),
 (13, (0.075, 40)),
 (12, (0.075, 42)),
 (11, (0.075, 44)),
 (10, (0.075, 46)),
 (9, (0.075, 48)),
 (9, (0.075, 50)),
 (10, (0.075, 52)),
 (9, (0.075, 54)),
 (11, (0.075, 56)),
 (10, (0.075, 58)),
 (9, (0.075, 60)),
 (9, (0.075, 62)),
 (9, (0.075, 64)),
 (7, (0.075, 66)),
 (7, (0.075, 68)),
 (7, (0.075, 70)),
 (7, (0.075, 72)),
 (8, (0.075, 74)),
 (7, (0.075, 76)),
 (7, (0.075, 78)),
 (31, (0.08, 10)),
 (31, (0.08, 12)),
 (24, (0.08, 14)),
 (21, (0.08, 16)),
 (17, (0.08, 18)),
 (16, (0.08, 20)),
 (17, (0.08, 22)),
 (15, (0.08, 24)),
 (14, (0.08, 26)),
 (14, (0.08, 28)),
 (12, (0.08, 30)),
 (12, (0.08, 32)),
 (14, (0.08, 34)),
 (14, (0.08, 36)),
 (11, (0.08, 38)),
 (11, (0.08, 40)),
 (14, (0.08, 42)),
 (13, (0.08, 44)),
 (11, (0.08, 46)),
 (10, (0.08, 48)),
 (10, (0.08, 50)),
 (9, (0.08, 52)),
 (8, (0.08, 54)),
 (8, (0.08, 56)),
 (7, (0.08, 58)),
 (8, (0.08, 60)),
 (9, (0.08, 62)),
 (9, (0.08, 64)),
 (8, (0.08, 66)),
 (9, (0.08, 68)),
 (7, (0.08, 70)),
 (9, (0.08, 72)),
 (7, (0.08, 74)),
 (6, (0.08, 76)),
 (7, (0.08, 78)),
 (27, (0.085, 10)),
 (24, (0.085, 12)),
 (21, (0.085, 14)),
 (21, (0.085, 16)),
 (18, (0.085, 18)),
 (16, (0.085, 20)),
 (15, (0.085, 22)),
 (15, (0.085, 24)),
 (15, (0.085, 26)),
 (14, (0.085, 28)),
 (13, (0.085, 30)),
 (14, (0.085, 32)),
 (13, (0.085, 34)),
 (13, (0.085, 36)),
 (11, (0.085, 38)),
 (10, (0.085, 40)),
 (9, (0.085, 42)),
 (11, (0.085, 44)),
 (12, (0.085, 46)),
 (12, (0.085, 48)),
 (12, (0.085, 50)),
 (11, (0.085, 52)),
 (10, (0.085, 54)),
 (9, (0.085, 56)),
 (9, (0.085, 58)),
 (7, (0.085, 60)),
 (7, (0.085, 62)),
 (7, (0.085, 64)),
 (8, (0.085, 66)),
 (8, (0.085, 68)),
 (8, (0.085, 70)),
 (10, (0.085, 72)),
 (8, (0.085, 74)),
 (8, (0.085, 76)),
 (7, (0.085, 78)),
 (28, (0.090, 10)),
 (27, (0.090, 12)),
 (22, (0.090, 14)),
 (17, (0.090, 16)),
 (21, (0.090, 18)),
 (17, (0.090, 20)),
 (16, (0.090, 22)),
 (16, (0.090, 24)),
 (15, (0.090, 26)),
 (13, (0.090, 28)),
 (13, (0.090, 30)),
 (13, (0.090, 32)),
 (13, (0.090, 34)),
 (12, (0.090, 36)),
 (10, (0.090, 38)),
 (12, (0.090, 40)),
 (10, (0.090, 42)),
 (9, (0.090, 44)),
 (9, (0.090, 46)),
 (11, (0.090, 48)),
 (11, (0.090, 50)),
 (11, (0.090, 52)),
 (12, (0.090, 54)),
 (10, (0.090, 56)),
 (10, (0.090, 58)),
 (10, (0.090, 60)),
 (8, (0.090, 62)),
 (7, (0.090, 64)),
 (7, (0.090, 66)),
 (6, (0.090, 68)),
 (6, (0.090, 70)),
 (7, (0.090, 72)),
 (8, (0.090, 74)),
 (9, (0.090, 76)),
 (8, (0.090, 78)),
 (26, (0.095, 10)),
 (26, (0.095, 12)),
 (21, (0.095, 14)),
 (17, (0.095, 16)),
 (18, (0.095, 18)),
 (18, (0.095, 20)),
 (17, (0.095, 22)),
 (16, (0.095, 24)),
 (16, (0.095, 26)),
 (15, (0.095, 28)),
 (14, (0.095, 30)),
 (13, (0.095, 32)),
 (12, (0.095, 34)),
 (12, (0.095, 36)),
 (10, (0.095, 38)),
 (9, (0.095, 40)),
 (9, (0.095, 42)),
 (9, (0.095, 44)),
 (9, (0.095, 46)),
 (10, (0.095, 48)),
 (9, (0.095, 50)),
 (9, (0.095, 52)),
 (11, (0.095, 54)),
 (11, (0.095, 56)),
 (10, (0.095, 58)),
 (10, (0.095, 60)),
 (8, (0.095, 62)),
 (7, (0.095, 64)),
 (7, (0.095, 66)),
 (7, (0.095, 68)),
 (7, (0.095, 70)),
 (7, (0.095, 72)),
 (6, (0.095, 74)),
 (6, (0.095, 76)),
 (7, (0.095, 78)),
 (24, (0.1, 10)),
 (24, (0.1, 12)),
 (21, (0.1, 14)),
 (16, (0.1, 16)),
 (16, (0.1, 18)),
 (17, (0.1, 20)),
 (14, (0.1, 22)),
 (15, (0.1, 24)),
 (14, (0.1, 26)),
 (14, (0.1, 28)),
 (15, (0.1, 30)),
 (14, (0.1, 32)),
 (12, (0.1, 34)),
 (12, (0.1, 36)),
 (11, (0.1, 38)),
 (10, (0.1, 40)),
 (9, (0.1, 42)),
 (9, (0.1, 44)),
 (8, (0.1, 46)),
 (9, (0.1, 48)),
 (9, (0.1, 50)),
 (8, (0.1, 52)),
 (8, (0.1, 54)),
 (9, (0.1, 56)),
 (11, (0.1, 58)),
 (11, (0.1, 60)),
 (9, (0.1, 62)),
 (7, (0.1, 64)),
 (7, (0.1, 66)),
 (7, (0.1, 68)),
 (7, (0.1, 70)),
 (7, (0.1, 72)),
 (6, (0.1, 74)),
 (6, (0.1, 76)),
 (6, (0.1, 78)),
 (22, (0.105, 10)),
 (21, (0.105, 12)),
 (21, (0.105, 14)),
 (17, (0.105, 16)),
 (17, (0.105, 18)),
 (15, (0.105, 20)),
 (15, (0.105, 22)),
 (15, (0.105, 24)),
 (16, (0.105, 26)),
 (15, (0.105, 28)),
 (14, (0.105, 30)),
 (13, (0.105, 32)),
 (14, (0.105, 34)),
 (13, (0.105, 36)),
 (11, (0.105, 38)),
 (10, (0.105, 40)),
 (10, (0.105, 42)),
 (10, (0.105, 44)),
 (9, (0.105, 46)),
 (9, (0.105, 48)),
 (8, (0.105, 50)),
 (8, (0.105, 52)),
 (8, (0.105, 54)),
 (8, (0.105, 56)),
 (9, (0.105, 58)),
 (9, (0.105, 60)),
 (10, (0.105, 62)),
 (8, (0.105, 64)),
 (7, (0.105, 66)),
 (8, (0.105, 68)),
 (7, (0.105, 70)),
 (7, (0.105, 72)),
 (7, (0.105, 74)),
 (6, (0.105, 76)),
 (6, (0.105, 78)),
 (19, (0.11, 10)),
 (24, (0.11, 12)),
 (20, (0.11, 14)),
 (19, (0.11, 16)),
 (13, (0.11, 18)),
 (13, (0.11, 20)),
 (14, (0.11, 22)),
 (14, (0.11, 24)),
 (15, (0.11, 26)),
 (13, (0.11, 28)),
 (11, (0.11, 30)),
 (12, (0.11, 32)),
 (12, (0.11, 34)),
 (13, (0.11, 36)),
 (10, (0.11, 38)),
 (11, (0.11, 40)),
 (11, (0.11, 42)),
 (10, (0.11, 44)),
 (10, (0.11, 46)),
 (9, (0.11, 48)),
 (9, (0.11, 50)),
 (8, (0.11, 52)),
 (8, (0.11, 54)),
 (8, (0.11, 56)),
 (8, (0.11, 58)),
 (9, (0.11, 60)),
 (9, (0.11, 62)),
 (9, (0.11, 64)),
 (9, (0.11, 66)),
 (9, (0.11, 68)),
 (6, (0.11, 70)),
 (6, (0.11, 72)),
 (6, (0.11, 74)),
 (6, (0.11, 76)),
 (6, (0.11, 78)),
 (20, (0.115, 10)),
 (20, (0.115, 12)),
 (19, (0.115, 14)),
 (21, (0.115, 16)),
 (15, (0.115, 18)),
 (12, (0.115, 20)),
 (12, (0.115, 22)),
 (12, (0.115, 24)),
 (14, (0.115, 26)),
 (14, (0.115, 28)),
 (11, (0.115, 30)),
 (11, (0.115, 32)),
 (11, (0.115, 34)),
 (12, (0.115, 36)),
 (11, (0.115, 38)),
 (10, (0.115, 40)),
 (10, (0.115, 42)),
 (10, (0.115, 44)),
 (10, (0.115, 46)),
 (10, (0.115, 48)),
 (10, (0.115, 50)),
 (8, (0.115, 52)),
 (8, (0.115, 54)),
 (8, (0.115, 56)),
 (8, (0.115, 58)),
 (9, (0.115, 60)),
 (9, (0.115, 62)),
 (9, (0.115, 64)),
 (9, (0.115, 66)),
 (9, (0.115, 68)),
 (7, (0.115, 70)),
 (7, (0.115, 72)),
 (7, (0.115, 74)),
 (5, (0.115, 76)),
 (5, (0.115, 78)),
 (18, (0.12, 10)),
 (18, (0.12, 12)),
 (18, (0.12, 14)),
 (17, (0.12, 16)),
 (16, (0.12, 18)),
 (11, (0.12, 20)),
 (10, (0.12, 22)),
 (11, (0.12, 24)),
 (12, (0.12, 26)),
 (10, (0.12, 28)),
 (12, (0.12, 30)),
 (10, (0.12, 32)),
 (10, (0.12, 34)),
 (10, (0.12, 36)),
 (10, (0.12, 38)),
 (10, (0.12, 40)),
 (9, (0.12, 42)),
 (9, (0.12, 44)),
 (9, (0.12, 46)),
 (9, (0.12, 48)),
 (9, (0.12, 50)),
 (9, (0.12, 52)),
 (8, (0.12, 54)),
 (8, (0.12, 56)),
 (8, (0.12, 58)),
 (8, (0.12, 60)),
 (8, (0.12, 62)),
 (8, (0.12, 64)),
 (8, (0.12, 66)),
 (8, (0.12, 68)),
 (6, (0.12, 70)),
 (7, (0.12, 72)),
 (7, (0.12, 74)),
 (7, (0.12, 76)),
 (5, (0.12, 78)),
 (17, (0.125, 10)),
 (16, (0.125, 12)),
 (16, (0.125, 14)),
 (17, (0.125, 16)),
 (16, (0.125, 18)),
 (13, (0.125, 20)),
 (10, (0.125, 22)),
 (10, (0.125, 24)),
 (11, (0.125, 26)),
 (10, (0.125, 28)),
 (10, (0.125, 30)),
 (10, (0.125, 32)),
 (11, (0.125, 34)),
 (10, (0.125, 36)),
 (10, (0.125, 38)),
 (10, (0.125, 40)),
 (10, (0.125, 42)),
 (10, (0.125, 44)),
 (9, (0.125, 46)),
 (9, (0.125, 48)),
 (9, (0.125, 50)),
 (9, (0.125, 52)),
 (9, (0.125, 54)),
 (9, (0.125, 56)),
 (8, (0.125, 58)),
 (8, (0.125, 60)),
 (9, (0.125, 62)),
 (8, (0.125, 64)),
 (8, (0.125, 66)),
 (8, (0.125, 68)),
 (7, (0.125, 70)),
 (8, (0.125, 72)),
 (7, (0.125, 74)),
 (6, (0.125, 76)),
 (6, (0.125, 78)),
 (17, (0.13, 10)),
 (15, (0.13, 12)),
 (16, (0.13, 14)),
 (15, (0.13, 16)),
 (17, (0.13, 18)),
 (15, (0.13, 20)),
 (10, (0.13, 22)),
 (10, (0.13, 24)),
 (9, (0.13, 26)),
 (9, (0.13, 28)),
 (9, (0.13, 30)),
 (9, (0.13, 32)),
 (10, (0.13, 34)),
 (10, (0.13, 36)),
 (9, (0.13, 38)),
 (9, (0.13, 40)),
 (9, (0.13, 42)),
 (9, (0.13, 44)),
 (10, (0.13, 46)),
 (10, (0.13, 48)),
 (9, (0.13, 50)),
 (9, (0.13, 52)),
 (9, (0.13, 54)),
 (9, (0.13, 56)),
 (9, (0.13, 58)), 
 (9, (0.13, 60)),
 (8, (0.13, 62)),
 (8, (0.13, 64)),
 (7, (0.13, 66)),
 (8, (0.13, 68)),
 (8, (0.13, 70)),
 (7, (0.13, 72)),
 (6, (0.13, 74)),
 (7, (0.13, 76)),
 (6, (0.13, 78)),
 (20, (0.135, 10)),
 (15, (0.135, 12)),
 (15, (0.135, 14)),
 (14, (0.135, 16)),
 (15, (0.135, 18)),
 (15, (0.135, 20)),
 (11, (0.135, 22)),
 (9, (0.135, 24)),
 (9, (0.135, 26)),
 (10, (0.135, 28)),
 (9, (0.135, 30)),
 (9, (0.135, 32)),
 (9, (0.135, 34)),
 (9, (0.135, 36)),
 (9, (0.135, 38)),
 (8, (0.135, 40)),
 (8, (0.135, 42)),
 (9, (0.135, 44)),
 (10, (0.135, 46)),
 (10, (0.135, 48)),
 (9, (0.135, 50)),
 (9, (0.135, 52)),
 (9, (0.135, 54)),
 (9, (0.135, 56)),
 (9, (0.135, 58)),
 (9, (0.135, 60)),
 (9, (0.135, 62)),
 (8, (0.135, 64)),
 (8, (0.135, 66)),
 (8, (0.135, 68)),
 (7, (0.135, 70)),
 (7, (0.135, 72)),
 (6, (0.135, 74)),
 (6, (0.135, 76)),
 (6, (0.135, 78)),
 (18, (0.14, 10)),
 (14, (0.14, 12)),
 (14, (0.14, 14)),
 (15, (0.14, 16)),
 (15, (0.14, 18)),
 (15, (0.14, 20)),
 (11, (0.14, 22)),
 (11, (0.14, 24)),
 (8, (0.14, 26)),
 (9, (0.14, 28)),
 (9, (0.14, 30)),
 (9, (0.14, 32)),
 (9, (0.14, 34)),
 (8, (0.14, 36)),
 (9, (0.14, 38)),
 (8, (0.14, 40)),
 (8, (0.14, 42)),
 (8, (0.14, 44)),
 (9, (0.14, 46)),
 (9, (0.14, 48)),
 (9, (0.14, 50)),
 (8, (0.14, 52)),
 (8, (0.14, 54)),
 (9, (0.14, 56)),
 (9, (0.14, 58)),
 (9, (0.14, 60)),
 (9, (0.14, 62)),
 (9, (0.14, 64)),
 (8, (0.14, 66)),
 (8, (0.14, 68)),
 (8, (0.14, 70)),
 (7, (0.14, 72)),
 (6, (0.14, 74)),
 (6, (0.14, 76)),
 (6, (0.14, 78)),
 (18, (0.145, 10)),
 (14, (0.145, 12)),
 (13, (0.145, 14)),
 (14, (0.145, 16)),
 (14, (0.145, 18)),
 (14, (0.145, 20)),
 (12, (0.145, 22)),
 (11, (0.145, 24)),
 (8, (0.145, 26)),
 (8, (0.145, 28)),
 (9, (0.145, 30)),
 (9, (0.145, 32)),
 (9, (0.145, 34)),
 (8, (0.145, 36)),
 (8, (0.145, 38)),
 (7, (0.145, 40)),
 (8, (0.145, 42)),
 (8, (0.145, 44)),
 (8, (0.145, 46)),
