city_id,name,latitude,longitude,days,temperature,mean_temp,proba_rain,mean_rain,humidity,mean_humidity,wind_speed,mean_wind_speed,pressure,mean_pressure,weather,mode_weather,score,date,mode_rain,mode_clouds,mode_clear,rank
0,Mont Saint Michel,48.6359541,-1.511459954959514,7,14,10,100,87.0,75,76.0,9.38,9.0,1009,1008,Rain,Rain,31.97,"11/18/2022, 13:07:14",6,0,1,26
1,St Malo,48.649518,-2.0260409,1,10,10,40,91.0,58,72.0,5.62,12.0,1016,1005,Rain,Rain,33.93,"11/18/2022, 13:07:14",7,0,0,27
1,St Malo,48.649518,-2.0260409,2,11,10,100,91.0,63,72.0,10.23,12.0,1015,1005,Rain,Rain,33.93,"11/18/2022, 13:07:14",7,0,0,27
1,St Malo,48.649518,-2.0260409,3,10,10,100,91.0,93,72.0,17.16,12.0,986,1005,Rain,Rain,33.93,"11/18/2022, 13:07:14",7,0,0,27
1,St Malo,48.649518,-2.0260409,4,10,10,100,91.0,67,72.0,13.46,12.0,1005,1005,Rain,Rain,33.93,"11/18/2022, 13:07:14",7,0,0,27
1,St Malo,48.649518,-2.0260409,5,11,10,100,91.0,73,72.0,12.86,12.0,1002,1005,Rain,Rain,33.93,"11/18/2022, 13:07:14",7,0,0,27
1,St Malo,48.649518,-2.0260409,6,10,10,100,91.0,74,72.0,14.61,12.0,1010,1005,Rain,Rain,33.93,"11/18/2022, 13:07:14",7,0,0,27
1,St Malo,48.649518,-2.0260409,7,13,10,100,91.0,74,72.0,12.93,12.0,1005,1005,Rain,Rain,33.93,"11/18/2022, 13:07:14",7,0,0,27
26,Saintes Maries de la mer,43.4522771,4.4287172,1,12,11,0,33.0,52,58.0,10.37,9.0,1009,1013,Clear,Rain,21.05,"11/18/2022, 13:07:14",3,2,2,28
26,Saintes Maries de la mer,43.4522771,4.4287172,2,10,11,0,33.0,51,58.0,9.46,9.0,1017,1013,Clear,Rain,21.05,"11/18/2022, 13:07:14",3,2,2,28
26,Saintes Maries de la mer,43.4522771,4.4287172,3,12,11,89,33.0,62,58.0,7.4,9.0,1011,1013,Rain,Rain,21.05,"11/18/2022, 13:07:14",3,2,2,28
26,Saintes Maries de la mer,43.4522771,4.4287172,4,11,11,100,33.0,49,58.0,12.17,9.0,1006,1013,Rain,Rain,21.05,"11/18/2022, 13:07:14",3,2,2,28
26,Saintes Maries de la mer,43.4522771,4.4287172,5,9,11,39,33.0,70,58.0,8.4,9.0,1010,1013,Rain,Rain,21.05,"11/18/2022, 13:07:14",3,2,2,28
26,Saintes Maries de la mer,43.4522771,4.4287172,6,13,11,0,33.0,56,58.0,7.96,9.0,1018,1013,Clouds,Rain,21.05,"11/18/2022, 13:07:14",3,2,2,28
26,Saintes Maries de la mer,43.4522771,4.4287172,7,15,11,3,33.0,65,58.0,9.14,9.0,1020,1013,Clouds,Rain,21.05,"11/18/2022, 13:07:14",3,2,2,28
18,Bormes les Mimosas,43.1506968,6.3419285,1,13,12,16,31.0,45,49.0,5.24,9.0,1004,1009,Clouds,Clouds,20.25,"11/18/2022, 13:07:14",2,4,1,29
18,Bormes les Mimosas,43.1506968,6.3419285,2,11,12,3,31.0,46,49.0,8.48,9.0,1013,1009,Clear,Clouds,20.25,"11/18/2022, 13:07:14",2,4,1,29
18,Bormes les Mimosas,43.1506968,6.3419285,3,12,12,100,31.0,55,49.0,7.54,9.0,1013,1009,Rain,Clouds,20.25,"11/18/2022, 13:07:14",2,4,1,29
18,Bormes les Mimosas,43.1506968,6.3419285,4,10,12,100,31.0,52,49.0,15.96,9.0,995,1009,Rain,Clouds,20.25,"11/18/2022, 13:07:14",2,4,1,29
18,Bormes les Mimosas,43.1506968,6.3419285,5,12,12,0,31.0,47,49.0,10.83,9.0,1005,1009,Clouds,Clouds,20.25,"11/18/2022, 13:07:14",2,4,1,29
18,Bormes les Mimosas,43.1506968,6.3419285,6,12,12,0,31.0,44,49.0,11.23,9.0,1015,1009,Clouds,Clouds,20.25,"11/18/2022, 13:07:14",2,4,1,29
18,Bormes les Mimosas,43.1506968,6.3419285,7,14,12,0,31.0,57,49.0,3.55,9.0,1021,1009,Clouds,Clouds,20.25,"11/18/2022, 13:07:14",2,4,1,29
33,Bayonne,43.4945144,-1.4736657,1,11,12,100,88.0,75,80.0,7.68,8.0,1017,1013,Rain,Rain,34.0,"11/18/2022, 13:07:14",6,1,0,30
33,Bayonne,43.4945144,-1.4736657,2,12,12,100,88.0,85,80.0,7.64,8.0,1021,1013,Rain,Rain,34.0,"11/18/2022, 13:07:14",6,1,0,30
33,Bayonne,43.4945144,-1.4736657,3,12,12,100,88.0,90,80.0,12,8.0,1005,1013,Rain,Rain,34.0,"11/18/2022, 13:07:14",6,1,0,30
33,Bayonne,43.4945144,-1.4736657,4,11,12,100,88.0,75,80.0,13.71,8.0,1015,1013,Rain,Rain,34.0,"11/18/2022, 13:07:14",6,1,0,30
33,Bayonne,43.4945144,-1.4736657,5,15,12,100,88.0,81,80.0,8.09,8.0,1011,1013,Rain,Rain,34.0,"11/18/2022, 13:07:14",6,1,0,30
33,Bayonne,43.4945144,-1.4736657,6,15,12,100,88.0,72,80.0,6.09,8.0,1015,1013,Rain,Rain,34.0,"11/18/2022, 13:07:14",6,1,0,30
33,Bayonne,43.4945144,-1.4736657,7,14,12,15,88.0,81,80.0,4,8.0,1013,1013,Clouds,Rain,34.0,"11/18/2022, 13:07:14",6,1,0,30
27,Collioure,42.52505,3.0831554,1,11,13,10,31.0,64,54.0,12.94,9.0,1011,1013,Clouds,Clouds,21.66,"11/18/2022, 13:07:14",2,4,1,31
27,Collioure,42.52505,3.0831554,2,13,13,7,31.0,49,54.0,11.25,9.0,1018,1013,Clear,Clouds,21.66,"11/18/2022, 13:07:14",2,4,1,31
27,Collioure,42.52505,3.0831554,3,13,13,30,31.0,42,54.0,6.51,9.0,1008,1013,Clouds,Clouds,21.66,"11/18/2022, 13:07:14",2,4,1,31
27,Collioure,42.52505,3.0831554,4,11,13,73,31.0,55,54.0,14.11,9.0,1009,1013,Rain,Clouds,21.66,"11/18/2022, 13:07:14",2,4,1,31
27,Collioure,42.52505,3.0831554,5,17,13,60,31.0,50,54.0,6.44,9.0,1010,1013,Rain,Clouds,21.66,"11/18/2022, 13:07:14",2,4,1,31
27,Collioure,42.52505,3.0831554,6,15,13,17,31.0,52,54.0,6.12,9.0,1019,1013,Clouds,Clouds,21.66,"11/18/2022, 13:07:14",2,4,1,31
27,Collioure,42.52505,3.0831554,7,16,13,21,31.0,65,54.0,5.48,9.0,1017,1013,Clouds,Clouds,21.66,"11/18/2022, 13:07:14",2,4,1,31
34,La Rochelle,46.1591126,-1.1520434,1,9,12,55,91.0,69,71.0,4.31,11.0,1017,1010,Rain,Rain,34.46,"11/18/2022, 13:07:14",7,0,0,32
34,La Rochelle,46.1591126,-1.1520434,2,12,12,93,91.0,64,71.0,11.75,11.0,1017,1010,Rain,Rain,34.46,"11/18/2022, 13:07:14",7,0,0,32
34,La Rochelle,46.1591126,-1.1520434,3,14,12,100,91.0,86,71.0,14.65,11.0,996,1010,Rain,Rain,34.46,"11/18/2022, 13:07:14",7,0,0,32
34,La Rochelle,46.1591126,-1.1520434,4,11,12,97,91.0,62,71.0,13.58,11.0,1010,1010,Rain,Rain,34.46,"11/18/2022, 13:07:14",7,0,0,32
34,La Rochelle,46.1591126,-1.1520434,5,13,12,100,91.0,71,71.0,12.64,11.0,1007,1010,Rain,Rain,34.46,"11/18/2022, 13:07:14",7,0,0,32
34,La Rochelle,46.1591126,-1.1520434,6,13,12,100,91.0,62,71.0,11.7,11.0,1015,1010,Rain,Rain,34.46,"11/18/2022, 13:07:14",7,0,0,32
34,La Rochelle,46.1591126,-1.1520434,7,13,12,91,91.0,84,71.0,11.86,11.0,1012,1010,Rain,Rain,34.46,"11/18/2022, 13:07:14",7,0,0,32
32,Biarritz,43.4832523,-1.5592776,1,11,12,100,71.0,75,81.0,9.04,9.0,1017,1014,Rain,Rain,30.89,"11/18/2022, 13:07:14",5,2,0,33
32,Biarritz,43.4832523,-1.5592776,2,12,12,86,71.0,84,81.0,7.97,9.0,1021,1014,Rain,Rain,30.89,"11/18/2022, 13:07:14",5,2,0,33
32,Biarritz,43.4832523,-1.5592776,3,12,12,100,71.0,95,81.0,15.12,9.0,1006,1014,Rain,Rain,30.89,"11/18/2022, 13:07:14",5,2,0,33
32,Biarritz,43.4832523,-1.5592776,4,11,12,100,71.0,72,81.0,12.84,9.0,1017,1014,Rain,Rain,30.89,"11/18/2022, 13:07:14",5,2,0,33
32,Biarritz,43.4832523,-1.5592776,5,13,12,100,71.0,92,81.0,11.27,9.0,1014,1014,Rain,Rain,30.89,"11/18/2022, 13:07:14",5,2,0,33
32,Biarritz,43.4832523,-1.5592776,6,16,12,11,71.0,72,81.0,4.36,9.0,1015,1014,Clouds,Rain,30.89,"11/18/2022, 13:07:14",5,2,0,33
32,Biarritz,43.4832523,-1.5592776,7,14,12,1,71.0,76,81.0,4.54,9.0,1014,1014,Clouds,Rain,30.89,"11/18/2022, 13:07:14",5,2,0,33
19,Cassis,43.2140359,5.5396318,1,12,12,0,29.0,52,54.0,10.25,12.0,1005,1010,Clouds,Clouds,20.86,"11/18/2022, 13:07:14",2,4,1,34
19,Cassis,43.2140359,5.5396318,2,11,12,0,29.0,52,54.0,10.2,12.0,1014,1010,Clear,Clouds,20.86,"11/18/2022, 13:07:14",2,4,1,34
19,Cassis,43.2140359,5.5396318,3,11,12,100,29.0,49,54.0,11.07,12.0,1012,1010,Rain,Clouds,20.86,"11/18/2022, 13:07:14",2,4,1,34
19,Cassis,43.2140359,5.5396318,4,10,12,100,29.0,59,54.0,18.31,12.0,1001,1010,Rain,Clouds,20.86,"11/18/2022, 13:07:14",2,4,1,34
19,Cassis,43.2140359,5.5396318,5,11,12,0,29.0,56,54.0,15.84,12.0,1008,1010,Clouds,Clouds,20.86,"11/18/2022, 13:07:14",2,4,1,34
19,Cassis,43.2140359,5.5396318,6,14,12,0,29.0,52,54.0,11.65,12.0,1016,1010,Clouds,Clouds,20.86,"11/18/2022, 13:07:14",2,4,1,34
19,Cassis,43.2140359,5.5396318,7,15,12,0,29.0,59,54.0,5.21,12.0,1020,1010,Clouds,Clouds,20.86,"11/18/2022, 13:07:14",2,4,1,34
20,Marseille,43.2961743,5.3699525,1,12,12,0,29.0,56,56.0,12.32,12.0,1006,1011,Clear,Clouds,21.08,"11/18/2022, 13:07:14",2,3,2,35
20,Marseille,43.2961743,5.3699525,2,11,12,0,29.0,56,56.0,11.05,12.0,1015,1011,Clear,Clouds,21.08,"11/18/2022, 13:07:14",2,3,2,35
20,Marseille,43.2961743,5.3699525,3,11,12,100,29.0,52,56.0,10.85,12.0,1012,1011,Rain,Clouds,21.08,"11/18/2022, 13:07:14",2,3,2,35
20,Marseille,43.2961743,5.3699525,4,10,12,100,29.0,57,56.0,17.19,12.0,1002,1011,Rain,Clouds,21.08,"11/18/2022, 13:07:14",2,3,2,35
20,Marseille,43.2961743,5.3699525,5,11,12,2,29.0,56,56.0,15.44,12.0,1008,1011,Clouds,Clouds,21.08,"11/18/2022, 13:07:14",2,3,2,35
20,Marseille,43.2961743,5.3699525,6,14,12,0,29.0,54,56.0,11.19,12.0,1016,1011,Clouds,Clouds,21.08,"11/18/2022, 13:07:14",2,3,2,35
20,Marseille,43.2961743,5.3699525,7,15,12,0,29.0,61,56.0,5.42,12.0,1020,1011,Clouds,Clouds,21.08,"11/18/2022, 13:07:14",2,3,2,35
